generator,test_idx,speed,r_leg,l_leg,mse,dtw,fft
fft_mlp_review,654,0.31520392196555974,0.8712635040283203,0.858031690120697,0.03679543543034087,0.4575023865838782,0.9667138056900638
fft_mlp,654,0.31520392196555974,0.8712635040283203,0.858031690120697,0.057979015992995396,0.36618153299168404,0.9779415832533539
fft_mlp_old,654,0.31520392196555974,0.8712635040283203,0.858031690120697,0.0596861193031027,0.29991168477067814,0.7691954143038702
raw_mocap,654,0.31520392196555974,0.8712635040283203,0.858031690120697,0.1051418077966333,0.7292604506950946,1.2486825771525034
cubic_spline,654,0.31520392196555974,0.8712635040283203,0.858031690120697,0.08698830148481039,0.6230589631404602,1.2530047404435323
cpg_matsuoka,654,0.31520392196555974,0.8712635040283203,0.858031690120697,0.05568373857210792,0.566042530495299,2.133844858518871
fft_mlp_review,329,1.659655377581403,0.8188592791557312,0.8276320099830627,0.0626078822477465,0.43793758121096493,0.8613139033162581
fft_mlp,329,1.659655377581403,0.8188592791557312,0.8276320099830627,0.048255380824520855,0.1425650348445358,0.3277881376036341
fft_mlp_old,329,1.659655377581403,0.8188592791557312,0.8276320099830627,0.03441141471082513,0.14149950708156725,0.36719030310170897
raw_mocap,329,1.659655377581403,0.8188592791557312,0.8276320099830627,0.05765472186211287,0.19132360159294168,0.3437242162472833
cubic_spline,329,1.659655377581403,0.8188592791557312,0.8276320099830627,0.04497971910475904,0.15014862003963492,0.476765423321677
cpg_matsuoka,329,1.659655377581403,0.8188592791557312,0.8276320099830627,0.10583987802094429,0.7761313906885534,2.700892779781249
fft_mlp_review,279,1.0280079609638935,0.7157157063484192,0.7084407806396484,0.02521420219628523,0.2946609024589892,0.7591347416383991
fft_mlp,279,1.0280079609638935,0.7157157063484192,0.7084407806396484,0.011682989645736467,0.10146613871325642,0.19288115146352322
fft_mlp_old,279,1.0280079609638935,0.7157157063484192,0.7084407806396484,0.011506194462748165,0.08978017882267347,0.13853778974999822
raw_mocap,279,1.0280079609638935,0.7157157063484192,0.7084407806396484,0.013983389305575784,0.1750473939935048,0.4756979641845236
cubic_spline,279,1.0280079609638935,0.7157157063484192,0.7084407806396484,0.011225451240826334,0.201505487381728,0.6884283331104516
cpg_matsuoka,279,1.0280079609638935,0.7157157063484192,0.7084407806396484,0.07559333497649143,0.6569730364426076,2.2690457906618526
fft_mlp_review,277,0.9248455615753823,0.7157157063484192,0.7084407806396484,0.019776727312714362,0.25458592301594546,0.6535471956643425
fft_mlp,277,0.9248455615753823,0.7157157063484192,0.7084407806396484,0.01986197375899876,0.08743746460988562,0.19602725570015475
fft_mlp_old,277,0.9248455615753823,0.7157157063484192,0.7084407806396484,0.01995192609735181,0.08229864659545255,0.18595571220785626
raw_mocap,277,0.9248455615753823,0.7157157063484192,0.7084407806396484,0.0050651456692231795,0.08786014069415297,0.21058029087031535
cubic_spline,277,0.9248455615753823,0.7157157063484192,0.7084407806396484,0.0075061587725152425,0.10620739252890306,0.3014976488511143
cpg_matsuoka,277,0.9248455615753823,0.7157157063484192,0.7084407806396484,0.07220195999254618,0.6413064352403147,2.2337729300289895
